species_name,genus,tribe,haplochromine,water_system,lm_ecology,mouthbrooder,depth,piscivore,precaudal_count,caudal_count,total_count,ln_pc_ln_c,aspect_ratio,ln_length_ln_width,ln_ant_length_ln_width,ln_post_length_ln_width,n_count
Abactochromis labrosus,Abactochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,demersal,non-piscivore,2.564949357,2.772588722,3.36729583,-0.207639365,2.907249538,1.067207458,0.012359682,0.642689473,1
Alcolapia alcalica,Alcolapia,Oreochromini,Other,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.553514685,2.725294314,3.336682925,-0.171779629,2.843233963,1.04351802,-0.123323629,0.691049552,7
Alcolapia grahami,Alcolapia,Oreochromini,Other,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.568959548,2.699409351,3.329915081,-0.130449804,3.117307845,1.135553146,0.070064661,0.733057705,17
Alticorpus macrocleithrum,Alticorpus,Haplochromini,Haplochromine,Lake Malawi,Deep Benthic,maternal_mouthbrooder,pelagic,piscivore,2.48490665,2.926416572,3.423057264,-0.441509922,2.43615194,0.888743339,-0.158075238,0.489637199,3
Altolamprologus calvus,Altolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.556945087,2.890062639,3.430708222,-0.333117552,2.611377994,0.959452051,-0.147822917,0.57106216,10
Altolamprologus compressiceps,Altolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.556351613,2.895469361,3.433883092,-0.339117748,2.461202385,0.900109227,-0.173769061,0.501791005,10
"Altolamprologus sp. ""compressiceps shell""",Altolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.48490665,2.890062639,3.401086209,-0.405155989,2.785060875,1.023838309,0.005092444,0.586837418,10
Anomalochromis thomasi,Anomalochromis,Hemichromini,Other,Riverine,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.488211918,2.572063418,3.224598804,-0.0838515,2.165151893,0.772144268,-0.374853998,0.400927197,20
Asprotilapia leptura,Asprotilapia,Ectodini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,demersal,non-piscivore,2.715221148,3.085643757,3.610836721,-0.370422609,4.435146613,1.489339259,0.170360776,1.201345123,9
Astatoreochromis alluaudi,Astatoreochromis,Basal Modern Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.538268455,2.852266149,3.401197382,-0.313997694,2.498644271,0.91387492,-0.280224834,0.560064091,3
Astatoreochromis straeleni,Astatoreochromis,Basal Modern Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.842162045,3.406477064,-0.277212688,2.645065375,0.972246379,-0.238628669,0.633712367,6
Astatotilapia bloyeti,Astatotilapia,Basal Modern Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.48490665,2.833213344,3.36729583,-0.348306694,2.621761377,0.963846373,-0.217954461,0.620983971,1
Astatotilapia burtoni,Astatotilapia,Haplochromini,Haplochromine,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.519210667,2.762809805,3.342230602,-0.243599138,2.35287999,0.855255888,-0.37084175,0.52273371,7
Astatotilapia calliptera,Astatotilapia,Haplochromini,Haplochromine,Lake Malawi,Astatotilapia,maternal_mouthbrooder,benthopelagic,non-piscivore,2.565624788,2.815002841,3.391582267,-0.249378053,2.814561323,1.030840121,-0.149688008,0.67875405,57
Astatotilapia gigliolii,Astatotilapia,Basal Modern Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.772588722,3.36729583,-0.207639365,2.837033326,1.042749778,-0.188838615,0.708201276,2
Astatotilapia paludinosa,Astatotilapia,Basal Modern Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.554944019,2.787500259,3.371459163,-0.23255624,2.722084291,0.999798978,-0.099485599,0.607676378,16
"Astatotilapia sp. ""mkuti""",Astatotilapia,Basal Modern Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.556351613,2.802901033,3.380856451,-0.24654942,2.84612502,1.045713353,-0.106355386,0.67703338,10
Astatotilapia sp. 'Ruaha blue',Astatotilapia,Basal Modern Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.802901033,3.384246606,-0.237951676,2.707517819,0.995863841,-0.268715845,0.671754039,2
Astatotilapia stappersii,Astatotilapia,Haplochromini,Haplochromine,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.524928004,2.802901033,3.367097535,-0.27797303,2.51048432,0.918577083,-0.267522708,0.565502512,6
Aulonocara trematocephalum,Aulonocara,Haplochromini,Haplochromine,Lake Malawi,Deep Benthic,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.944438979,3.496507561,-0.30538165,3.104667534,1.132906635,-0.073371849,0.789958913,1
Aulonocranus dewindti,Aulonocranus,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.641951048,2.896187103,3.470723274,-0.254236054,2.902029248,1.062894854,-0.047961289,0.674338474,17
Baileychromis centropomoides,Baileychromis,Limnochromini,Other,Lake Tanganyika,not_applicable,data_deficient,pelagic,non-piscivore,2.700384326,2.920100889,3.509775545,-0.219716562,4.497046224,1.502436672,0.314366615,1.143397014,9
Bathybates fasciatus,Bathybates,Bathybatini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.886289014,3.090894721,3.687071039,-0.204605707,4.965758177,1.601654196,0.3079191,1.282563575,14
Bathybates ferox,Bathybates,Bathybatini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.708050201,3.00061129,3.558165149,-0.292561089,4.144632933,1.421671033,0.241818129,1.059353031,10
Bathybates graueri,Bathybates,Bathybatini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.695506043,2.963091086,3.531630986,-0.267585044,3.727882932,1.31482358,0.196696264,0.923308594,11
Bathybates hornii,Bathybates,Bathybatini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.708050201,2.995732274,3.555348061,-0.287682072,4.276611798,1.45316106,0.24301733,1.102618422,1
Bathybates leo,Bathybates,Bathybatini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.735709567,3.023612367,3.583518938,-0.2879028,4.237056893,1.443231559,0.242385478,1.086083377,7
Bathybates minor,Bathybates,Bathybatini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.694251627,3.043818095,3.577725907,-0.349566468,3.343687117,1.206516602,-0.004075864,0.852668287,10
Bathybates vittatus,Bathybates,Bathybatini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,piscivore,2.746773314,3.005490306,3.577884763,-0.258716993,4.652032432,1.536418998,0.381050992,1.16184209,5
Benitochromis batesii,Benitochromis,Chromidotilapiini,Other,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.502693918,2.630254766,3.262289908,-0.127560848,2.453920547,0.897462037,-0.24137721,0.530290918,9
"Benitochromis sp. ""unknown""",Benitochromis,Chromidotilapiini,Other,Riverine,not_applicable,data_deficient,benthopelagic,data_deficient,2.524928004,2.602003344,3.257356345,-0.07707534,2.621528226,0.959076584,-0.186424863,0.597683089,2
Benthochromis horii,Benthochromis,Benthochromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.85607671,2.980344285,3.613438592,-0.124267576,3.530787033,1.260897212,-0.070161489,0.953846118,10
Benthochromis melanoides,Benthochromis,Benthochromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.838929185,2.938477472,3.583364558,-0.099548286,3.633484973,1.289944887,-0.04637911,0.985130393,10
"Benthochromis sp. ""horii mahale""",Benthochromis,Benthochromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.844298406,3.010369323,3.624252036,-0.166070917,3.688932429,1.304921564,-0.026887071,0.998897892,10
Benthochromis tricoti,Benthochromis,Benthochromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.815025958,2.970085626,3.588844353,-0.155059669,3.544843507,1.264967782,-0.04984173,0.952492169,10
Boulengerochromis microlepis,Boulengerochromis,Boulengerochromini,Other,Lake Tanganyika,not_applicable,substrate_brooder,pelagic,piscivore,2.76613487,2.884655917,3.520389932,-0.118521046,3.44061368,1.235284222,-0.011083512,0.905536311,10
Buccochromis atritaeniatus,Buccochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.63905733,2.908394165,3.475993122,-0.269336835,2.716425136,0.998144642,-0.150027296,0.635897808,3
Buccochromis heterotaenia,Buccochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.652855904,2.85563955,3.452906152,-0.202783646,2.644467533,0.969573528,-0.210115948,0.61746045,15
Buccochromis nototaenia,Buccochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.708050201,2.890371758,3.496507561,-0.182321557,2.578035692,0.947027749,-0.292998564,0.653208031,1
Buccochromis oculatus,Buccochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.673553765,2.917405369,3.496277888,-0.243851603,2.695860922,0.989960981,-0.131812155,0.616713518,4
Buccochromis spectabilis,Buccochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.720957905,2.933625535,3.526187439,-0.21266763,3.195105316,1.159448139,-0.048438072,0.834799423,5
Callochromis macrops,Callochromis,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.652855904,2.939032257,3.499400988,-0.286176353,2.845617553,1.045424322,0.012794136,0.640429478,10
Callochromis melanostigma,Callochromis,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.911998646,3.478044566,-0.272941317,3.073334026,1.12235054,0.073393231,0.72415331,10
Callochromis pleurospilus,Callochromis,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.572360155,2.949568309,3.471890235,-0.377208154,3.328226229,1.202010069,0.10046739,0.817326832,10
Cardiopharynx schoutedeni,Cardiopharynx,Ectodini,Other,Lake Tanganyika,not_applicable,data_deficient,pelagic,non-piscivore,2.76613487,2.922812091,3.540854293,-0.156677221,3.321912092,1.200039003,-0.016628295,0.8599014,10
Chalinochromis brichardi,Chalinochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.833213344,2.833213344,3.526360525,0,3.401089332,1.223513985,-0.095385814,0.924249488,10
Chalinochromis cyanophleps,Chalinochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.838929185,2.922812091,3.575067675,-0.083882905,3.804117469,1.335633914,0.006700214,1.041726985,10
"Chalinochromis sp. ""bifrenatus""",Chalinochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.82108842,2.906591924,3.558083483,-0.085503505,3.956351338,1.373607041,0.005674282,1.088856439,10
"Chalinochromis sp. ""ndobhoi""",Chalinochromis,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.808616875,2.850360868,3.523288686,-0.041743994,3.289610132,1.190308325,-0.130442681,0.893362729,10
Champsochromis caeruleus,Champsochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.713428411,2.986974797,3.552864378,-0.273546386,3.956347949,1.373455102,0.126509731,1.039698361,12
Champsochromis spilorhynchus,Champsochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.707413865,2.944042704,3.526360525,-0.236628839,3.390531448,1.218669398,-0.050334173,0.896953342,7
Cheilochromis euchilus,Cheilochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.852266149,3.412127323,-0.287316791,2.48643256,0.910585039,-0.16934305,0.497977211,3
Chilochromis duponti,Chilochromis,Tilapiini,Other,Riverine,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.706778723,2.685323518,3.390273131,0.021455205,2.576360899,0.945333481,-0.228032078,0.591890801,52
Chilotilapia rhoadesii,Chilotilapia,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,non-piscivore,2.594592546,2.867508392,3.433987204,-0.272915846,2.243642805,0.806461099,-0.463119999,0.479987709,5
Chindongo cyaneus,Chindongo,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,demersal,non-piscivore,2.63905733,2.833213344,3.433987204,-0.194156014,2.49519949,0.914368682,-0.323166029,0.606049034,1
Chindongo elongatus,Chindongo,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,demersal,non-piscivore,2.708050201,2.833213344,3.465735903,-0.125163143,3.13190801,1.141642407,-0.128472824,0.818302816,1
Chromidotilapia cavalliensis,Chromidotilapia,Chromidotilapiini,Other,Riverine,not_applicable,paternal_mouthbrooder,demersal,non-piscivore,2.564949357,2.48490665,3.218875825,0.080042708,2.721507578,1.001185526,-0.039029496,0.575299054,2
Chromidotilapia guntheri,Chromidotilapia,Chromidotilapiini,Other,Riverine,not_applicable,paternal_mouthbrooder,benthopelagic,non-piscivore,2.593808564,2.60986328,3.2956734,-0.016054716,2.499654029,0.914331702,-0.1582585,0.509286963,33
Chromidotilapia kingsleyae,Chromidotilapia,Chromidotilapiini,Other,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.563659198,2.606836472,3.279368346,-0.043177275,2.579872691,0.939682142,-0.116783877,0.570953726,23
"Chromidotilapia sp. ""unknown""",Chromidotilapia,Chromidotilapiini,Other,Riverine,not_applicable,data_deficient,benthopelagic,data_deficient,2.63905733,2.564949357,3.295836866,0.074107972,2.679170472,0.985507221,-0.076488771,0.58624463,1
Congochromis squamiceps,Congochromis,Chromidotilapiini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.624235735,2.562575463,3.288014264,0.061660272,2.980764084,1.091171662,-0.150843269,0.755664696,5
Copadichromis chrysonotus,Copadichromis,Haplochromini,Haplochromine,Lake Malawi,Utaka,maternal_mouthbrooder,benthopelagic,non-piscivore,2.640448866,2.832841965,3.434644341,-0.192393099,2.682335667,0.985717701,-0.228206951,0.635464403,28
Copadichromis likomae,Copadichromis,Haplochromini,Haplochromine,Lake Malawi,Utaka,maternal_mouthbrooder,benthopelagic,non-piscivore,2.770631773,2.888826162,3.526360525,-0.118194389,2.483227638,0.909433109,-0.350894773,0.580813533,2
Copadichromis quadrimaculatus,Copadichromis,Haplochromini,Haplochromine,Lake Malawi,Utaka,maternal_mouthbrooder,benthopelagic,non-piscivore,2.716117516,2.882840557,3.496392725,-0.166723041,2.628782512,0.96475079,-0.352934164,0.644896746,8
Copadichromis trimaculatus,Copadichromis,Haplochromini,Haplochromine,Lake Malawi,Utaka,maternal_mouthbrooder,benthopelagic,non-piscivore,2.679562182,2.878940075,3.478044566,-0.199377893,2.68988842,0.988566297,-0.238523369,0.639701006,5
Copadichromis virginalis,Copadichromis,Haplochromini,Haplochromine,Lake Malawi,Utaka,maternal_mouthbrooder,benthopelagic,non-piscivore,2.662054953,2.833213344,3.444570104,-0.171158391,2.842090773,1.040139897,-0.270619968,0.663308804,3
Coptodon dageti,Coptodon,Coptodonini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.690801983,2.58347635,3.33220451,0.107325633,2.070424256,0.727736083,-0.393852682,0.361876062,4
Coptodon discolor,Coptodon,Coptodonini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.708050201,2.564949357,3.33220451,0.143100844,2.157307662,0.768782208,-0.378631027,0.430593087,3
Coptodon guineensis,Coptodon,Coptodonini,Other,Riverine,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.63905733,2.63905733,3.33220451,0,2.132803606,0.757437361,-0.475873955,0.460755072,1
Coptodon rendalli,Coptodon,Coptodonini,Other,Riverine,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.713917339,2.625583153,3.36410571,0.088334187,2.074091602,0.728585288,-0.459782747,0.399841052,11
Coptodon tholloni,Coptodon,Coptodonini,Other,Riverine,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.564949357,2.63905733,3.295836866,-0.074107972,2.080499228,0.732003034,-0.414517502,0.379118096,2
Coptodon zillii,Coptodon,Coptodonini,Other,Riverine,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.68735234,2.645956617,3.360277566,0.041395723,2.170609874,0.774178938,-0.377827546,0.421563287,10
Corematodus taeniatus,Corematodus,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.564949357,2.833213344,3.401197382,-0.268263987,2.37209183,0.863772194,-0.229436003,0.470643214,1
Ctenochromis horei,Ctenochromis,Basal Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.552942951,2.832693413,3.396112149,-0.279750462,2.847284788,1.045862979,-0.043654471,0.646733175,20
Ctenochromis oligacanthus,Ctenochromis,Basal Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.48490665,2.63905733,3.258096538,-0.15415068,2.797234826,1.028631367,-0.02380848,0.611198441,1
Ctenochromis pectoralis,Ctenochromis,Basal Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.48490665,2.833213344,3.36729583,-0.348306694,2.746701578,1.010400766,-0.087098413,0.621384881,1
Ctenochromis strigigena,Ctenochromis,Basal Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.48490665,2.772588722,3.33220451,-0.287682072,2.812412203,1.03404255,-0.037501234,0.63291748,1
Ctenopharynx intermedius,Ctenopharynx,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.890371758,3.465735903,-0.251314428,2.373434027,0.864337863,-0.345190578,0.524085249,1
Ctenopharynx nitidus,Ctenopharynx,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.893750959,3.467659131,-0.25469363,2.750221867,1.011238228,-0.214725737,0.678239042,16
Ctenopharynx pictus,Ctenopharynx,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.890371758,3.433987204,-0.3254224,2.785285183,1.024350268,0.013293647,0.591166407,1
Cunningtonia longiventralis,Cunningtonia,Ectodini,Other,Lake Tanganyika,not_applicable,data_deficient,benthopelagic,non-piscivore,2.778651184,2.933348142,3.552285976,-0.154696958,2.642594451,0.970952754,-0.222965209,0.622947036,10
Cyathopharynx furcifer,Cyathopharynx,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.772588722,2.85607671,3.508448747,-0.083487987,2.860957846,1.050450827,-0.128614451,0.701320658,10
Cyathopharynx fwae,Cyathopharynx,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.772197332,2.878940075,3.520389932,-0.106742743,2.740734342,1.00784015,-0.172940394,0.663206025,10
Cynotilapia afra,Cynotilapia,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.833213344,3.433987204,-0.194156014,2.996504118,1.097446315,-0.259164646,0.81197214,1
Cynotilapia axelrodi,Cynotilapia,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.833213344,3.433987204,-0.194156014,2.565596749,0.942191102,-0.112701428,0.854582691,1
Cyphotilapia frontosa,Cyphotilapia,Cyphotilapiini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.759681018,2.790776109,3.468813069,-0.031095091,2.230967268,0.80217356,-0.309902765,0.444667284,10
Cyphotilapia gibberosa,Cyphotilapia,Cyphotilapiini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.772588722,2.778651184,3.468813069,-0.006062462,1.974357896,0.679878379,-0.400360892,0.304735355,10
"Cyphotilapia sp. ""5-bar frontosa""",Cyphotilapia,Cyphotilapiini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,piscivore,2.746773314,2.777868405,3.456211293,-0.031095091,2.170066148,0.774674547,-0.32812516,0.407839611,10
Cyprichromis coloratus,Cyprichromis,Cyprichromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.990352631,2.922812091,3.650573903,0.06754054,3.462958437,1.241597543,-0.05041187,0.922112187,10
Cyprichromis leptosoma,Cyprichromis,Cyprichromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.919610794,2.889494613,3.598463833,0.030116181,3.899645011,1.360027198,0.091140973,1.032706575,11
Cyprichromis microlepidotus,Cyprichromis,Cyprichromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.949284571,2.858114596,3.598285155,0.091169975,4.147015237,1.421510089,0.12070934,1.105953509,50
Cyprichromis pavo,Cyprichromis,Cyprichromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,demersal,non-piscivore,3.000110664,2.933348142,3.66089833,0.066762522,3.668560791,1.299652441,-0.024696164,0.991255748,10
"Cyprichromis sp. ""dwarf jumbo""",Cyprichromis,Cyprichromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,demersal,non-piscivore,2.939032257,2.938200079,3.632113958,0.000832178,4.035755482,1.394501079,0.107442899,1.072839238,10
"Cyprichromis sp. ""jumbo""",Cyprichromis,Cyprichromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,demersal,non-piscivore,2.970085626,2.933348142,3.645378806,0.036737484,3.469910858,1.243461951,-0.051831579,0.924601252,10
Cyprichromis zonatus,Cyprichromis,Cyprichromini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,demersal,non-piscivore,2.970085626,2.906591924,3.63225251,0.063493702,3.362115545,1.21224381,-0.026280715,0.871582443,10
Cyrtocara moorii,Cyrtocara,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,non-piscivore,2.602003344,2.917405369,3.465735903,-0.315402025,2.276306839,0.821153819,-0.472937339,0.525556888,2
Danakilia franchettii,Danakilia,Oreochromini,Other,Riverine,not_applicable,data_deficient,benthopelagic,non-piscivore,2.579770952,2.63905733,3.303110395,-0.059286378,2.260443493,0.815358696,-0.200461463,0.41045474,5
Dimidiochromis compressiceps,Dimidiochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.577300686,2.939933377,3.468300208,-0.362632691,3.068293833,1.120882909,0.050179425,0.707981864,12
Dimidiochromis kiwinge,Dimidiochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.656305547,2.917405369,3.488814647,-0.261099821,2.984127191,1.092872439,-0.138261795,0.754000033,4
Dimidiochromis strigatus,Dimidiochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,benthopelagic,piscivore,2.564949357,2.890371758,3.433987204,-0.3254224,2.516433472,0.92284261,-0.280552677,0.576980903,1
Diplotaxodon aeneus,Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,non-piscivore,2.690801983,2.88959896,3.488584973,-0.198796977,2.713414254,0.997912462,-0.141083204,0.61549865,4
Diplotaxodon argenteus,Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,piscivore,2.804480216,2.915815156,3.554963751,-0.11133494,3.315517088,1.19326329,-0.053626093,0.853346518,17
Diplotaxodon ecclesi,Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,piscivore,2.708050201,2.944438979,3.526360525,-0.236388778,2.995507991,1.09711383,-0.092560882,0.73597462,1
Diplotaxodon greenwoodi,Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,piscivore,2.564949357,2.995732274,3.496507561,-0.430782916,2.614060508,0.960904763,-0.199419679,0.584927564,1
Diplotaxodon limnothrissa,Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,non-piscivore,2.838409563,2.929441198,3.578326788,-0.091031635,3.585289225,1.275957283,-0.083512903,0.979506586,11
"Diplotaxodon limnothrissa sp. ""black pelvic""",Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,non-piscivore,2.708050201,2.944438979,3.526360525,-0.236388778,3.255554992,1.180362766,-0.129055168,0.866339541,1
Diplotaxodon macrops,Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,non-piscivore,2.708050201,2.833213344,3.465735903,-0.125163143,2.813795473,1.034534274,-0.133605307,0.662730921,1
Diplotaxodon sp. 'holochromis',Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,non-piscivore,2.705823026,2.890371758,3.496048214,-0.184548732,3.021828263,1.105411943,-0.123473491,0.812025453,2
Diplotaxodon sp. 'macrops black dorsal',Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,non-piscivore,2.63905733,2.890371758,3.465735903,-0.251314428,2.933770252,1.075710609,-0.058606819,0.76352146,2
Diplotaxodon sp. 'macrops ngulube',Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,non-piscivore,2.673553765,2.888826162,3.480173865,-0.215272396,2.789763732,1.023743988,-0.086484918,0.589551196,2
Diplotaxodon sp. 'similis white back north',Diplotaxodon,Haplochromini,Haplochromine,Lake Malawi,Diplotaxodon,maternal_mouthbrooder,pelagic,non-piscivore,2.705823026,2.861792551,3.480173865,-0.155969525,2.945639241,1.080199017,-0.062921709,0.722746619,2
Divandu albimarginatus,Divandu,Chromidotilapiini,Other,Riverine,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.544938681,2.58347635,3.258096538,-0.03853767,2.699173544,0.992914444,-0.1536739,0.624624914,4
